param_id,direction,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,session,trade_date,mom_norm,rev_z
M200R5_0362,long,2026-06-25T00:40:00+00:00,2026-06-25T01:40:00+00:00,29979.0,29996.75,29928.5,30029.5,34.26,35.5,time,12,ASIA,2026-06-25,0.4619471285351901,-2.0446597277889125
M200R5_0362,short,2026-06-25T16:10:00+00:00,2026-06-25T16:40:00+00:00,29790.75,29648.0,29933.5,29648.0,284.26,285.5,tp,6,RTH,2026-06-25,-0.6938503431061627,1.1354947405625933
M200R5_0362,short,2026-06-26T04:00:00+00:00,2026-06-26T04:25:00+00:00,29366.25,29296.75,29435.75,29296.75,137.76,139.0,tp,5,ASIA,2026-06-26,-1.0517772055843269,1.6873638260018562
M200R5_0362,short,2026-06-26T05:15:00+00:00,2026-06-26T06:05:00+00:00,29350.25,29288.5,29412.0,29288.5,122.26,123.5,tp,10,ASIA,2026-06-26,-0.5598921854639711,1.2487587855996585
M200R5_0362,long,2026-06-29T00:20:00+00:00,2026-06-29T00:20:00+00:00,29490.75,29430.5,29430.5,29551.0,-121.74,-120.5,sl,0,ASIA,2026-06-29,0.6852775419474015,-2.0386052515810946
M200R5_0362,long,2026-06-30T05:35:00+00:00,2026-06-30T05:50:00+00:00,30134.5,30169.25,30099.75,30169.25,68.26,69.5,tp,3,ASIA,2026-06-30,0.8796527941698205,-1.5052521914917225
M200R5_0362,long,2026-06-30T06:35:00+00:00,2026-06-30T07:00:00+00:00,30106.75,30145.0,30068.5,30145.0,75.26,76.5,tp,5,ASIA,2026-06-30,0.4579315124998389,-1.5821640888027122
M200R5_0362,long,2026-06-30T12:10:00+00:00,2026-06-30T12:20:00+00:00,30100.5,30063.5,30063.5,30137.5,-75.24,-74.0,sl,2,PRE,2026-06-30,0.4014538908176186,-1.1915217354255503
M200R5_0362,long,2026-07-02T03:10:00+00:00,2026-07-02T03:35:00+00:00,30160.25,30195.5,30125.0,30195.5,69.26,70.5,tp,5,ASIA,2026-07-02,0.910687870650772,-1.3911967027903411
M200R5_0362,short,2026-07-02T08:35:00+00:00,2026-07-02T09:35:00+00:00,29988.25,30005.75,30052.25,29924.25,-36.24,-35.0,time,12,EURO,2026-07-02,-0.5804783208063161,1.772792784742157
M200R5_0362,long,2026-07-02T23:15:00+00:00,2026-07-02T23:20:00+00:00,29559.5,29589.25,29529.75,29589.25,58.26,59.5,tp,1,ASIA,2026-07-03,0.5932114387689963,-1.5272437427811645
