param_id,signal_name,side_mode,session_set,sl_atr,tp_atr,max_hold_bars,exit_on_opposite,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
IFB_1133,kdjma,long,RTH,1.5,1.0,12,False,1,28,625.78,689.94,1.395,0.6071,22.349,2209.92,-1584.14,20,235.2,689.94,1.2202,0.6,11.76,1303.12,-1067.92,8,390.58,428.96,1.7566,0.625,48.822,906.8,-516.22,False
IFB_1135,kdjma,long,RTH,1.5,1.0,12,True,1,28,625.78,689.94,1.395,0.6071,22.349,2209.92,-1584.14,20,235.2,689.94,1.2202,0.6,11.76,1303.12,-1067.92,8,390.58,428.96,1.7566,0.625,48.822,906.8,-516.22,False
IFB_1129,kdjma,long,RTH,1.5,1.0,6,False,1,28,394.28,617.94,1.2586,0.6071,14.081,1918.92,-1524.64,20,280.7,617.94,1.2818,0.6,14.035,1276.62,-995.92,8,113.58,528.72,1.2148,0.625,14.197,642.3,-528.72,False
IFB_1131,kdjma,long,RTH,1.5,1.0,6,True,1,28,394.28,617.94,1.2586,0.6071,14.081,1918.92,-1524.64,20,280.7,617.94,1.2818,0.6,14.035,1276.62,-995.92,8,113.58,528.72,1.2148,0.625,14.197,642.3,-528.72,False
IFB_1137,kdjma,long,RTH,1.5,1.0,24,False,1,28,389.78,689.94,1.2141,0.6071,13.921,2209.92,-1820.14,20,235.2,689.94,1.2202,0.6,11.76,1303.12,-1067.92,8,154.58,664.96,1.2055,0.625,19.322,906.8,-752.22,False
IFB_1139,kdjma,long,RTH,1.5,1.0,24,True,1,28,389.78,689.94,1.2141,0.6071,13.921,2209.92,-1820.14,20,235.2,689.94,1.2202,0.6,11.76,1303.12,-1067.92,8,154.58,664.96,1.2055,0.625,19.322,906.8,-752.22,False
IFB_0317,emapmo_normal,short,ALL,1.5,1.0,12,False,1,30,140.8,572.18,1.1807,0.6667,4.693,920.2,-779.4,22,97.72,381.72,1.1794,0.6818,4.442,642.4,-544.68,8,43.08,190.46,1.1835,0.625,5.385,277.8,-234.72,False
IFB_0319,emapmo_normal,short,ALL,1.5,1.0,12,True,1,30,140.8,572.18,1.1807,0.6667,4.693,920.2,-779.4,22,97.72,381.72,1.1794,0.6818,4.442,642.4,-544.68,8,43.08,190.46,1.1835,0.625,5.385,277.8,-234.72,False
IFB_0650,emapmo_early,long,PRE_RTH,1.5,1.0,6,False,3,17,276.92,562.96,1.2335,0.5882,16.289,1463.1,-1186.18,8,120.08,562.96,1.1752,0.625,15.01,805.3,-685.22,9,156.84,385.48,1.3131,0.5556,17.427,657.8,-500.96,False
IFB_0652,emapmo_early,long,PRE_RTH,1.5,1.0,6,True,3,17,276.92,562.96,1.2335,0.5882,16.289,1463.1,-1186.18,8,120.08,562.96,1.1752,0.625,15.01,805.3,-685.22,9,156.84,385.48,1.3131,0.5556,17.427,657.8,-500.96,False
