param_id,atr_len,st_mult,swing_len,fib,entry_mode,side,regime_mode,sl_base,tp_base,atr_regime_lookback,atr_regime_pct,atr_high_mult,atr_low_mult,max_hold_bars,is_trades,is_pnl,is_gross_gain,is_gross_loss,is_pf,is_max_dd,is_expect,is_win_rate,is_avg_hold,oos_trades,oos_pnl,oos_gross_gain,oos_gross_loss,oos_pf,oos_max_dd,oos_expect,oos_win_rate,oos_avg_hold
R0055,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,20.0,96,0.7,1.25,1.0,24,486.0,-1602.6400000000037,5810.120000000019,7412.759999999946,0.7837998262455633,1735.2800000000036,-3.2976131687242876,0.28189300411522633,1.7530864197530864,217.0,-989.0800000000017,2366.8400000000015,3355.9199999999873,0.7052730696798525,1046.7600000000018,-4.557972350230423,0.271889400921659,1.3824884792626728
R0056,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,20.0,96,0.7,1.5,1.0,24,485.0,-1401.400000000004,6075.080000000019,7476.479999999945,0.812558851224114,1544.0400000000038,-2.8894845360824823,0.27422680412371137,1.8164948453608247,217.0,-909.0800000000017,2446.840000000002,3355.9199999999873,0.7291115402035838,986.7600000000017,-4.1893087557603765,0.271889400921659,1.4101382488479262
R0057,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,24.0,96,0.7,1.25,1.0,24,480.0,-1382.2000000000032,6568.160000000021,7950.359999999945,0.8261462374030945,1603.040000000003,-2.8795833333333403,0.29375,1.9520833333333334,214.0,-1254.3600000000015,2431.520000000002,3685.8799999999846,0.6596850684232834,1354.2800000000016,-5.86149532710281,0.24299065420560748,1.5233644859813085
R0058,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,10.0,24.0,96,0.7,1.5,1.0,24,475.0,-1830.0000000000036,6661.680000000021,8491.679999999946,0.7844949409304242,2045.4000000000035,-3.852631578947376,0.30105263157894735,2.014736842105263,211.0,-1191.6400000000017,2571.8000000000025,3763.4399999999846,0.6833641561975249,1276.5600000000018,-5.647582938388633,0.26066350710900477,1.5545023696682465
R0059,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,24.0,96,0.7,1.25,1.0,24,482.0,-938.6800000000035,6559.040000000019,7497.719999999945,0.8748046072672849,1171.520000000003,-1.947468879668057,0.2676348547717842,1.929460580912863,214.0,-913.3600000000015,2527.520000000002,3440.8799999999865,0.7345562763014147,1052.2800000000016,-4.268037383177577,0.24299065420560748,1.52803738317757
R0060,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,10.0,24.0,96,0.7,1.5,1.0,24,478.0,-1105.7200000000037,6498.200000000018,7603.919999999944,0.8545855295689678,1315.4000000000035,-2.3132217573221836,0.2510460251046025,2.0209205020920504,214.0,-909.3600000000015,2552.760000000002,3462.1199999999862,0.7373401268586912,1072.2800000000016,-4.24934579439253,0.2383177570093458,1.574766355140187
R0061,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,16.0,96,0.7,1.25,1.0,24,484.0,-3114.159999999968,5444.520000000023,8558.67999999995,0.6361401524534221,3191.759999999969,-6.434214876032992,0.365702479338843,1.7169421487603307,214.0,-1223.3600000000017,2430.0400000000022,3653.3999999999874,0.6651447966278017,1228.8800000000017,-5.7166355140187,0.3691588785046729,1.397196261682243
R0062,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,16.0,96,0.7,1.5,1.0,24,480.0,-3515.1999999999593,5567.560000000024,9082.75999999995,0.6129810762367447,3654.79999999996,-7.323333333333249,0.3770833333333333,1.7708333333333333,213.0,-1092.1200000000017,2583.8400000000033,3675.9599999999878,0.7029020990435184,1097.6400000000017,-5.12732394366198,0.39436619718309857,1.4413145539906103
R0063,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,16.0,96,0.7,1.25,1.0,24,487.0,-2427.8799999999947,5648.920000000023,8076.799999999948,0.6994007527733829,2527.4799999999955,-4.985379876796704,0.34291581108829566,1.6981519507186857,215.0,-1194.6000000000017,2364.2400000000016,3558.8399999999874,0.6643288262467574,1208.1200000000017,-5.55627906976745,0.34418604651162793,1.4
R0064,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,16.0,96,0.7,1.5,1.0,24,485.0,-2297.399999999997,5880.360000000023,8177.7599999999475,0.7190673240594077,2412.9999999999977,-4.736907216494839,0.3319587628865979,1.7835051546391754,215.0,-1322.6000000000017,2311.9600000000014,3634.5599999999868,0.6361045078358893,1344.1200000000017,-6.151627906976752,0.3302325581395349,1.4186046511627908
R0065,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,20.0,96,0.7,1.25,1.0,24,473.0,-2398.519999999997,6279.1200000000235,8677.639999999948,0.7235976601933315,2525.9199999999987,-5.070866807610987,0.34249471458773784,1.9069767441860466,208.0,-1085.9200000000017,2674.4400000000032,3760.3599999999865,0.7112191385931168,1099.4400000000016,-5.220769230769239,0.3317307692307692,1.5384615384615385
R0066,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,20.0,96,0.7,1.5,1.0,24,468.0,-2976.3199999999774,6317.880000000024,9294.199999999948,0.6797658754922489,3082.6799999999794,-6.3596581196580715,0.3482905982905983,1.9807692307692308,206.0,-959.4400000000018,2829.480000000004,3788.919999999987,0.7467774458156978,972.9600000000017,-4.657475728155348,0.35436893203883496,1.5970873786407767
R0067,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,20.0,96,0.7,1.25,1.0,24,477.0,-1741.4800000000039,6461.520000000022,8202.999999999947,0.7877020602218778,1894.8800000000037,-3.6509014675052494,0.31865828092243187,1.9224318658280923,210.0,-1188.4000000000017,2521.8800000000024,3710.279999999986,0.6797007233955421,1211.9200000000017,-5.659047619047627,0.3,1.5285714285714285
R0068,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,20.0,96,0.7,1.5,1.0,24,475.0,-1541.0000000000039,6737.720000000022,8278.719999999947,0.8138601136407639,1714.4000000000037,-3.2442105263157974,0.3094736842105263,2.006315789473684,210.0,-1108.4000000000017,2601.8800000000024,3710.279999999986,0.7012624384143548,1141.9200000000017,-5.278095238095246,0.3,1.5571428571428572
R0069,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,24.0,96,0.7,1.25,1.0,24,466.0,-1988.8400000000036,6895.480000000022,8884.319999999947,0.7761404361842058,2180.2400000000034,-4.2678969957081625,0.31759656652360513,2.163090128755365,205.0,-1196.2000000000016,2758.8400000000033,3955.039999999985,0.6975504672519149,1217.7200000000016,-5.83512195121952,0.28780487804878047,1.6682926829268292
R0070,10,1.5,12,0.5,pullback,short,atr_sl_fixed_tp,12.0,24.0,96,0.7,1.5,1.0,24,461.0,-2504.639999999995,6989.000000000023,9493.639999999947,0.7361770616960472,2658.999999999997,-5.433058568329707,0.32537960954446854,2.240780911062907,203.0,-1055.7200000000016,2945.880000000004,4001.599999999985,0.7361755297880886,1077.2400000000016,-5.200591133004934,0.3103448275862069,1.729064039408867
R0071,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,24.0,96,0.7,1.25,1.0,24,470.0,-1183.8000000000036,7145.4000000000215,8329.199999999946,0.8578735052586164,1405.2000000000035,-2.5187234042553266,0.2978723404255319,2.15531914893617,208.0,-1121.9200000000017,2714.5600000000027,3836.479999999985,0.7075652681624858,1174.0800000000017,-5.3938461538461615,0.2692307692307692,1.6634615384615385
R0072,10,1.5,12,0.5,pullback,short,fixed_sl_atr_tp,12.0,24.0,96,0.7,1.5,1.0,24,466.0,-1298.8400000000038,7156.56000000002,8455.399999999945,0.8463892896847065,1544.2400000000036,-2.7872103004291926,0.2811158798283262,2.259656652360515,208.0,-1121.9200000000017,2739.800000000003,3861.719999999985,0.7094766062790709,1198.0800000000017,-5.3938461538461615,0.2644230769230769,1.7115384615384615
R0073,10,1.5,24,0.382,pullback,short,atr_sl_fixed_tp,8.0,16.0,96,0.7,1.25,1.0,24,472.0,-2157.2799999999984,4183.360000000014,6340.639999999951,0.6597693608216278,2220.88,-4.570508474576267,0.288135593220339,1.3898305084745763,240.0,-1821.6000000000017,1630.2799999999997,3451.879999999984,0.4722875650370254,1825.4800000000018,-7.590000000000007,0.22083333333333333,1.1458333333333333
R0074,10,1.5,24,0.382,pullback,short,atr_sl_fixed_tp,8.0,16.0,96,0.7,1.5,1.0,24,468.0,-2444.319999999992,4275.640000000015,6719.95999999995,0.6362597396413143,2503.9199999999937,-5.222905982905965,0.297008547008547,1.4252136752136753,240.0,-1993.6000000000017,1661.0399999999997,3654.6399999999826,0.4545016745835452,1993.6000000000017,-8.306666666666674,0.225,1.15
