param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0336,short,S-0.5,2026-06-17T02:45:00+00:00,2026-06-17T03:00:00+00:00,30441.0,30449.0,30449.0,30417.0,-17.24,-16.0,sl,3,XS-0.5
R0336,short,S-0.5,2026-06-17T03:05:00+00:00,2026-06-17T03:20:00+00:00,30444.0,30420.0,30452.0,30420.0,46.76,48.0,tp,3,XS-0.5
R0336,short,S-0.5,2026-06-17T03:30:00+00:00,2026-06-17T03:35:00+00:00,30436.75,30444.75,30444.75,30412.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T07:45:00+00:00,2026-06-17T07:50:00+00:00,30553.0,30561.0,30561.0,30529.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T08:00:00+00:00,2026-06-17T08:05:00+00:00,30557.0,30565.0,30565.0,30521.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T09:00:00+00:00,2026-06-17T09:30:00+00:00,30518.5,30526.5,30526.5,30482.5,-17.24,-16.0,sl,6,XS-0.5
R0336,short,S-0.5,2026-06-17T14:55:00+00:00,2026-06-17T15:00:00+00:00,30358.25,30366.25,30366.25,30322.25,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T15:10:00+00:00,2026-06-17T15:15:00+00:00,30410.0,30418.0,30418.0,30374.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T15:20:00+00:00,2026-06-17T15:25:00+00:00,30413.75,30421.75,30421.75,30377.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T16:40:00+00:00,2026-06-17T16:45:00+00:00,30430.75,30406.75,30438.75,30406.75,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-17T18:10:00+00:00,2026-06-17T18:15:00+00:00,30255.75,30263.75,30263.75,30219.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T19:00:00+00:00,2026-06-17T19:05:00+00:00,30294.75,30302.75,30302.75,30258.75,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-17T19:15:00+00:00,2026-06-17T19:20:00+00:00,30218.25,30182.25,30226.25,30182.25,70.76,72.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-18T03:35:00+00:00,2026-06-18T03:45:00+00:00,30374.25,30382.25,30382.25,30350.25,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-18T04:00:00+00:00,2026-06-18T04:10:00+00:00,30387.5,30363.5,30395.5,30363.5,46.76,48.0,tp,2,XS-0.5
R0336,short,S-0.5,2026-06-18T06:15:00+00:00,2026-06-18T06:20:00+00:00,30328.0,30336.0,30336.0,30304.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-18T08:40:00+00:00,2026-06-18T08:50:00+00:00,30451.5,30427.5,30459.5,30427.5,46.76,48.0,tp,2,XS-0.5
