signal_id,signal_family,signal_subtype,direction,side,signal_time,entry_time,source_i,entry_i,entry,source_close,atr14,atr50,range15,session,trade_date,week,month,pmo,pmo_signal,kdj_j,rsi14,mom_norm,rev_z,cluster_size,cluster_kind,cluster_families,zone_15m_id,zone_15m_state,zone_15m_poc,zone_15m_vah,zone_15m_val,zone_15m_high,zone_15m_low,zone_15m_width,zone_15m_age_min,zone_30m_id,zone_30m_state,zone_30m_poc,zone_30m_vah,zone_30m_val,zone_30m_high,zone_30m_low,zone_30m_width,zone_30m_age_min,zone_1h_id,zone_1h_state,zone_1h_poc,zone_1h_vah,zone_1h_val,zone_1h_high,zone_1h_low,zone_1h_width,zone_1h_age_min,zone_2h_state,zone_4h_state,zone_2h_id,zone_2h_poc,zone_2h_vah,zone_2h_val,zone_2h_high,zone_2h_low,zone_2h_width,zone_2h_age_min,zone_4h_id,zone_4h_poc,zone_4h_vah,zone_4h_val,zone_4h_high,zone_4h_low,zone_4h_width,zone_4h_age_min,h1_correct,h1_ret_points,h1_mfe_points,h1_mae_points,h1_peak_capture,h1_wrong_short_right_long,h3_correct,h3_ret_points,h3_mfe_points,h3_mae_points,h3_peak_capture,h3_wrong_short_right_long,h6_correct,h6_ret_points,h6_mfe_points,h6_mae_points,h6_peak_capture,h6_wrong_short_right_long,h12_correct,h12_ret_points,h12_mfe_points,h12_mae_points,h12_peak_capture,h12_wrong_short_right_long,h24_correct,h24_ret_points,h24_mfe_points,h24_mae_points,h24_peak_capture,h24_wrong_short_right_long,h48_correct,h48_ret_points,h48_mfe_points,h48_mae_points,h48_peak_capture,h48_wrong_short_right_long
emapmo:early:long:2026-06-23T08:55:00+00:00,emapmo,early,1,long,2026-06-23 08:50:00+00:00,2026-06-23 08:55:00+00:00,12730,12731,29833.5,29833.5,52.964285714285715,44.445,98.75,EURO,2026-06-23,2026-W26,2026-06,-0.20444121134403853,-0.1959888533898565,48.550580250559484,36.725895766786856,-0.9605178503188444,-0.34598308316719956,3,same_family,emapmo,B4243,inside_va,29838.5,29861.25,29820.5,29878.25,29798.75,79.5,11,B2121,inside_va,29885.75,29900.0,29807.25,29919.5,29776.0,143.5,26,B1060,breakout_full_down,29968.0,30044.75,29937.5,30054.25,29889.0,165.25,56,breakout_full_down,breakout_full_down,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,56.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,56.0,1,26.0,37.75,23.25,0,0,1,67.25,76.5,23.25,1,0,1,83.5,99.75,23.25,1,0,1,52.5,99.75,23.25,1,0,0,-15.75,99.75,83.0,0,0,0,-98.75,99.75,126.0,0,0
emapmo:early:long:2026-06-23T09:00:00+00:00,emapmo,early,1,long,2026-06-23 08:55:00+00:00,2026-06-23 09:00:00+00:00,12731,12732,29829.25,29828.5,52.839285714285715,44.67,75.25,EURO,2026-06-23,2026-W26,2026-06,-0.20526744592867618,-0.19767587021509642,56.39168795400633,36.1720153471961,-0.9298742115959806,-0.37351610656961176,3,same_family,emapmo,B4244,inside_va,29828.25,29841.0,29799.25,29854.75,29779.5,75.25,1,B2122,inside_va,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,1,B1061,inside_va,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,1,breakout_full_down,breakout_full_down,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,61.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,61.0,1,21.5,58.25,6.0,1,0,1,81.0,84.25,6.0,1,0,1,68.25,104.0,6.0,1,0,1,74.25,104.0,6.0,1,0,0,-27.25,104.0,78.75,0,0,0,-110.5,104.0,121.75,0,0
emapmo:early:long:2026-06-23T09:05:00+00:00,emapmo,early,1,long,2026-06-23 09:00:00+00:00,2026-06-23 09:05:00+00:00,12732,12733,29859.0,29859.5,53.589285714285715,44.695,71.0,EURO,2026-06-23,2026-W26,2026-06,-0.2050791128106448,-0.19902191432337793,82.89640184415859,42.01134537023189,-0.8925188864253972,0.1778490310221394,3,same_family,emapmo,B4244,breakout_full_up,29828.25,29841.0,29799.25,29854.75,29779.5,75.25,6,B2122,above_vah,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,6,B1061,inside_va,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,6,breakout_full_down,breakout_full_down,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,66.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,66.0,1,41.75,51.0,16.5,0,0,1,64.0,73.25,16.5,1,0,1,26.5,74.25,16.5,1,0,1,20.5,74.25,16.5,1,0,0,-44.5,74.25,108.5,0,0,0,-146.25,74.25,157.0,0,0
emapmo:early:long:2026-06-23T09:10:00+00:00,emapmo,early,1,long,2026-06-23 09:05:00+00:00,2026-06-23 09:10:00+00:00,12733,12734,29850.75,29850.75,53.19642857142857,45.03,77.25,EURO,2026-06-23,2026-W26,2026-06,-0.20497005357134418,-0.2001033941866445,83.16633682248785,40.87466811196007,-0.9095130913837756,0.012419613269047896,3,same_family,emapmo,B4244,above_vah,29828.25,29841.0,29799.25,29854.75,29779.5,75.25,11,B2122,inside_va,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,11,B1061,inside_va,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,11,breakout_full_down,breakout_full_down,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,71.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,71.0,1,59.5,62.75,8.25,1,0,1,66.25,82.5,8.25,1,0,1,12.75,82.5,8.25,1,0,1,12.75,82.5,8.25,1,0,0,-2.25,82.5,100.25,0,0,0,-115.5,82.5,159.5,0,0
emapmo:early:long:2026-06-23T09:15:00+00:00,emapmo,early,1,long,2026-06-23 09:10:00+00:00,2026-06-23 09:15:00+00:00,12734,12735,29900.75,29900.75,50.607142857142854,45.805,86.75,EURO,2026-06-23,2026-W26,2026-06,-0.20340745878457794,-0.20070413320445055,101.61682486547825,49.31395283912239,-0.7334386400948044,0.8470489741928235,3,same_family,emapmo,B4245,above_vah,29861.25,29895.5,29845.25,29910.0,29823.25,86.75,1,B2122,breakout_full_up,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,16,B1061,above_vah,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,16,below_val,inside_va,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,76.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,76.0,1,22.25,31.5,19.0,0,0,0,-3.25,32.5,19.0,0,0,0,-21.25,32.5,43.25,0,0,0,-29.25,32.5,47.25,0,0,0,-62.5,32.5,150.25,0,0,0,-169.5,32.5,209.5,0,0
emapmo:early:long:2026-06-23T09:20:00+00:00,emapmo,early,1,long,2026-06-23 09:15:00+00:00,2026-06-23 09:20:00+00:00,12735,12736,29910.75,29910.25,48.839285714285715,45.63,71.0,EURO,2026-06-23,2026-W26,2026-06,-0.20153119237461167,-0.2008545075990253,112.47640830974147,50.75227607289171,-0.6393928870468423,0.9072677463502921,3,same_family,emapmo,B4245,breakout_full_up,29861.25,29895.5,29845.25,29910.0,29823.25,86.75,6,B2122,breakout_full_up,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,21,B1061,above_vah,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,21,below_val,inside_va,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,81.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,81.0,1,6.25,22.5,10.75,0,0,0,-25.25,22.5,25.5,0,0,0,-26.5,22.5,53.25,0,0,0,-63.0,22.5,70.25,0,0,0,-68.75,22.5,160.25,0,0,0,-165.75,22.5,219.5,0,0
emapmo:normal:long:2026-06-23T09:25:00+00:00,emapmo,normal,1,long,2026-06-23 09:20:00+00:00,2026-06-23 09:25:00+00:00,12736,12737,29922.5,29923.0,47.625,45.57,89.75,EURO,2026-06-23,2026-W26,2026-06,-0.19927667981038116,-0.20056762981927181,112.82359041030062,52.69257500571476,-0.6623353209486527,1.0137910688745275,2,same_family,emapmo,B4245,breakout_full_up,29861.25,29895.5,29845.25,29910.0,29823.25,86.75,11,B2122,breakout_full_up,29829.75,29856.25,29802.5,29878.25,29779.5,98.75,26,B1061,breakout_full_up,29827.25,29878.0,29791.0,29919.5,29776.0,143.5,26,inside_va,inside_va,B0553,30032.25,30066.75,29914.0,30134.25,29889.0,245.25,86.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,86.0,0,-25.0,10.75,32.5,0,0,0,-59.0,10.75,59.75,0,0,0,-36.5,10.75,65.0,0,0,0,-97.75,10.75,106.0,0,0,0,-109.25,10.75,172.0,0,0,0,-203.75,10.75,246.5,0,0
icefishball:kdjma:long:2026-06-23T10:45:00+00:00,icefishball,kdjma,1,long,2026-06-23 10:40:00+00:00,2026-06-23 10:45:00+00:00,12752,12753,29780.75,29780.5,31.464285714285715,43.14,75.5,EURO,2026-06-23,2026-W26,2026-06,-0.1812191092692576,-0.18370069607493344,7.110182941235365,32.38482849869858,-1.0967468093807584,-1.7887513458752378,1,solo,icefishball,B4251,inside_va,29799.75,29817.0,29771.5,29826.0,29750.5,75.5,1,B2125,breakout_full_down,29869.25,29916.25,29844.75,29916.75,29816.5,100.25,16,B1062,breakout_full_down,29886.5,29914.75,29857.0,29933.25,29823.25,110.0,46,below_val,breakout_full_down,B0554,29886.5,29908.5,29812.5,29933.25,29776.0,157.25,46.0,B0287,30032.25,30240.25,29889.25,30415.0,29889.0,526.0,166.0,1,22.75,32.0,1.5,1,0,1,21.25,61.5,1.5,1,0,1,57.5,71.25,1.5,1,0,1,85.25,101.5,1.5,1,0,0,-40.5,120.25,73.25,0,0,1,89.25,266.0,164.25,0,0
icefishball:kdjma:long:2026-06-23T12:30:00+00:00,icefishball,kdjma,1,long,2026-06-23 12:25:00+00:00,2026-06-23 12:30:00+00:00,12773,12774,29776.25,29776.25,38.05357142857143,37.87,82.25,PRE,2026-06-23,2026-W26,2026-06,-0.14697294519681534,-0.15331833722928667,-2.8346607022957926,35.7824554580758,-0.30955003280672166,-1.286517737341605,1,solo,icefishball,B4258,inside_va,29775.5,29806.25,29758.0,29826.75,29744.5,82.25,1,B2129,inside_va,29775.5,29865.0,29744.75,29901.0,29744.5,156.5,1,B1064,breakout_full_down,29832.0,29868.25,29808.5,29885.75,29787.75,98.0,31,below_val,below_val,B0555,29831.25,29872.25,29786.5,29916.75,29750.5,166.25,31.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,31.0,0,-37.75,17.0,68.75,0,0,0,-36.0,17.0,68.75,0,0,0,-57.5,17.0,68.75,0,0,0,-8.5,17.0,159.75,0,0,1,163.0,270.5,159.75,0,1,1,72.25,270.5,159.75,0,1
icefishball:kdjma:short:2026-06-23T14:20:00+00:00,icefishball,kdjma,-1,short,2026-06-23 14:15:00+00:00,2026-06-23 14:20:00+00:00,12795,12796,30012.25,30012.5,80.82142857142857,49.59,89.25,RTH,2026-06-23,2026-W26,2026-06,-0.10294513777853662,-0.12464315867975728,103.99466025452213,74.94975694585119,0.38099646665705195,1.4293219384519478,1,solo,icefishball,B4265,above_vah,29976.0,29997.75,29949.5,30016.0,29921.0,95.0,6,B2132,breakout_full_up,29761.5,29881.5,29670.75,29934.0,29616.5,317.5,21,B1066,breakout_full_up,29713.0,29871.0,29670.75,29934.0,29616.5,317.5,21,breakout_full_up,breakout_full_up,B0556,29741.75,29862.25,29670.75,29934.0,29616.5,317.5,21.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,141.0,1,29.0,71.5,34.5,0,0,1,111.25,119.0,34.5,1,0,1,160.5,183.5,34.5,1,0,1,282.75,289.75,34.5,1,0,1,119.75,317.25,34.5,1,0,1,267.75,317.25,34.5,1,0
icefishball:kdjma:long:2026-06-23T15:10:00+00:00,icefishball,kdjma,1,long,2026-06-23 15:05:00+00:00,2026-06-23 15:10:00+00:00,12805,12806,29797.25,29796.5,73.92857142857143,58.37,121.25,RTH,2026-06-23,2026-W26,2026-06,-0.0773956161081552,-0.08659291782771322,-3.559779381997842,39.363625796022255,-0.14864232673158612,-0.9909305718696056,2,same_family,icefishball,B4268,breakout_full_down,29850.75,29892.5,29828.25,29929.0,29813.0,116.0,11,B2134,breakout_full_down,29912.75,29951.25,29836.75,30000.0,29813.0,187.0,11,B1067,breakout_full_down,29989.25,30019.5,29878.5,30046.75,29813.0,233.75,11,inside_va,inside_va,B0556,29741.75,29862.25,29670.75,29934.0,29616.5,317.5,71.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,191.0,0,-51.0,16.0,52.25,0,0,0,-70.25,16.0,86.5,0,0,0,-63.5,16.0,102.25,0,0,1,107.0,117.5,102.25,0,1,1,54.0,118.25,102.25,0,1,0,-123.75,118.25,220.0,0,0
icefishball:kdjma:long:2026-06-23T15:15:00+00:00,icefishball,kdjma,1,long,2026-06-23 15:10:00+00:00,2026-06-23 15:15:00+00:00,12806,12807,29791.5,29792.25,70.875,58.345,121.25,RTH,2026-06-23,2026-W26,2026-06,-0.07755576405124799,-0.084949798959265,-0.595154492009307,38.82981478310861,-0.19966409212350614,-0.9253440751001503,2,same_family,icefishball,B4269,inside_va,29791.5,29847.25,29765.25,29886.25,29765.0,121.25,1,B2134,breakout_full_down,29912.75,29951.25,29836.75,30000.0,29813.0,187.0,16,B1067,breakout_full_down,29989.25,30019.5,29878.5,30046.75,29813.0,233.75,16,inside_va,inside_va,B0556,29741.75,29862.25,29670.75,29934.0,29616.5,317.5,76.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,196.0,0,-62.0,12.25,69.0,0,0,0,-33.75,12.25,80.75,0,0,0,-66.75,12.25,96.5,0,0,1,73.0,124.0,96.5,0,1,1,41.0,124.0,96.5,0,1,0,-161.5,124.0,214.25,0,0
icefishball:kdjma:long:2026-06-23T15:25:00+00:00,icefishball,kdjma,1,long,2026-06-23 15:20:00+00:00,2026-06-23 15:25:00+00:00,12808,12809,29729.75,29729.5,69.53571428571429,58.95,90.75,RTH,2026-06-23,2026-W26,2026-06,-0.08043591093077077,-0.0832209950947124,-6.368360023898912,31.82631083262345,-0.3410777137315663,-1.3527495900577724,2,same_family,icefishball,B4269,breakout_full_down,29791.5,29847.25,29765.25,29886.25,29765.0,121.25,11,B2134,breakout_full_down,29912.75,29951.25,29836.75,30000.0,29813.0,187.0,26,B1067,breakout_full_down,29989.25,30019.5,29878.5,30046.75,29813.0,233.75,26,inside_va,breakout_full_down,B0556,29741.75,29862.25,29670.75,29934.0,29616.5,317.5,86.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,206.0,1,28.0,48.5,19.0,0,0,1,4.0,58.25,34.75,0,0,1,67.75,91.5,34.75,1,0,1,146.75,185.75,34.75,1,0,1,136.25,185.75,34.75,1,0,0,-19.0,185.75,152.5,0,0
icefishball:kdjma:long:2026-06-23T15:30:00+00:00,icefishball,kdjma,1,long,2026-06-23 15:25:00+00:00,2026-06-23 15:30:00+00:00,12809,12810,29727.0,29727.0,69.19642857142857,59.29,93.0,RTH,2026-06-23,2026-W26,2026-06,-0.08193665627454758,-0.08298747894559151,-1.876964400508637,31.56851688121749,-0.2981925824582002,-1.1808173883977016,2,same_family,icefishball,B4270,inside_va,29747.75,29771.75,29721.5,29803.75,29710.75,93.0,1,B2135,inside_va,29787.75,29823.75,29711.0,29886.25,29710.75,175.5,1,B1067,breakout_full_down,29989.25,30019.5,29878.5,30046.75,29813.0,233.75,31,inside_va,breakout_full_down,B0556,29741.75,29862.25,29670.75,29934.0,29616.5,317.5,91.0,B0288,29827.5,29888.5,29790.75,29933.25,29750.5,182.75,211.0,0,-14.25,61.0,29.0,0,0,0,-2.25,61.0,32.0,0,0,1,130.25,133.25,32.0,1,1,1,121.5,188.5,32.0,1,1,1,146.0,188.5,32.0,1,0,1,11.0,188.5,149.75,0,0
icefishball:kdjma:long:2026-06-23T18:10:00+00:00,icefishball,kdjma,1,long,2026-06-23 18:05:00+00:00,2026-06-23 18:10:00+00:00,12841,12842,29732.75,29731.75,48.767857142857146,58.075,73.25,RTH,2026-06-23,2026-W26,2026-06,-0.05039182682999948,-0.048931365555738085,-2.3135305733297002,36.62558093070713,-0.4482305683819771,-1.3177498521624968,1,solo,icefishball,B4280,inside_va,29743.25,29824.75,29731.75,29845.5,29731.5,114.0,11,B2140,below_val,29837.5,29896.75,29763.5,29897.0,29731.5,165.5,11,B1070,below_val,29837.75,29883.0,29799.25,29897.0,29731.5,165.5,11,below_val,inside_va,B0558,29858.5,29898.75,29821.0,29915.5,29731.5,184.0,11.0,B0289,29734.5,29964.75,29692.25,30046.75,29616.5,430.25,131.0,1,1.75,30.25,10.25,0,0,1,1.5,30.25,13.5,0,0,0,-103.5,30.25,106.5,0,0,0,-59.25,30.25,155.5,0,0,0,-24.75,30.25,155.5,0,0,0,-80.75,72.0,155.5,0,0
icefishball:kdjma:long:2026-06-23T18:20:00+00:00,icefishball,kdjma,1,long,2026-06-23 18:15:00+00:00,2026-06-23 18:20:00+00:00,12843,12844,29734.25,29734.5,46.660714285714285,56.4,53.75,RTH,2026-06-23,2026-W26,2026-06,-0.05285874288751359,-0.05003325158118414,6.44847111437911,37.86054377698858,-0.4057832757192719,-0.9738783469926804,1,solo,icefishball,B4281,inside_va,29734.25,29767.25,29723.25,29782.5,29709.25,73.25,6,B2140,below_val,29837.5,29896.75,29763.5,29897.0,29731.5,165.5,21,B1070,below_val,29837.75,29883.0,29799.25,29897.0,29731.5,165.5,21,below_val,inside_va,B0558,29858.5,29898.75,29821.0,29915.5,29731.5,184.0,21.0,B0289,29734.5,29964.75,29692.25,30046.75,29616.5,430.25,141.0,0,0.0,23.0,15.0,0,0,0,-35.25,23.0,41.5,0,0,0,-129.0,23.0,157.0,0,0,0,-46.0,23.0,157.0,0,0,0,-5.75,23.0,157.0,0,0,0,-46.0,70.5,157.0,0,0
icefishball:kdjma:long:2026-06-23T18:30:00+00:00,icefishball,kdjma,1,long,2026-06-23 18:25:00+00:00,2026-06-23 18:30:00+00:00,12845,12846,29734.25,29734.25,42.785714285714285,55.375,43.75,RTH,2026-06-23,2026-W26,2026-06,-0.0549122911526116,-0.0514806949155556,16.294641730862665,38.49177968923709,-0.23004382143879318,-0.7957938739212862,1,solo,icefishball,B4282,inside_va,29733.0,29749.5,29724.25,29763.0,29719.25,43.75,1,B2141,inside_va,29733.75,29760.5,29723.5,29782.5,29709.25,73.25,1,B1070,below_val,29837.75,29883.0,29799.25,29897.0,29731.5,165.5,31,below_val,inside_va,B0558,29858.5,29898.75,29821.0,29915.5,29731.5,184.0,31.0,B0289,29734.5,29964.75,29692.25,30046.75,29616.5,430.25,151.0,0,-35.25,7.5,41.5,0,0,0,-110.25,7.5,145.75,0,0,0,-23.75,7.5,157.0,0,0,1,3.75,19.0,157.0,0,1,1,9.0,19.0,157.0,0,1,0,-89.75,70.5,157.0,0,0
icefishball:kdjma:long:2026-06-23T18:50:00+00:00,icefishball,kdjma,1,long,2026-06-23 18:45:00+00:00,2026-06-23 18:50:00+00:00,12849,12850,29623.5,29624.0,42.017857142857146,52.34,135.25,RTH,2026-06-23,2026-W26,2026-06,-0.06505432677014306,-0.056784363370817895,11.094440714133984,26.625163267965405,-0.38759068303976224,-2.1735286718130444,2,same_family,icefishball,B4283,breakout_full_down,29723.25,29737.75,29649.0,29741.75,29626.25,115.5,6,B2141,breakout_full_down,29733.75,29760.5,29723.5,29782.5,29709.25,73.25,21,B1070,breakout_full_down,29837.75,29883.0,29799.25,29897.0,29731.5,165.5,51,breakout_full_down,below_val,B0558,29858.5,29898.75,29821.0,29915.5,29731.5,184.0,51.0,B0289,29734.5,29964.75,29692.25,30046.75,29616.5,430.25,171.0,1,5.75,34.0,46.25,0,0,1,32.25,129.75,46.25,0,0,1,64.75,129.75,46.25,0,0,1,103.5,129.75,46.25,0,0,1,102.25,129.75,46.25,0,0,1,108.0,181.25,46.25,0,0
icefishball:kdjma:long:2026-06-23T18:55:00+00:00,icefishball,kdjma,1,long,2026-06-23 18:50:00+00:00,2026-06-23 18:55:00+00:00,12850,12851,29605.25,29605.25,45.410714285714285,52.485,121.5,RTH,2026-06-23,2026-W26,2026-06,-0.06865475647361022,-0.05894261666223468,13.637287216846307,25.052720892843297,-0.5309840978733377,-2.0511038631700558,2,same_family,icefishball,B4283,breakout_full_down,29723.25,29737.75,29649.0,29741.75,29626.25,115.5,11,B2141,breakout_full_down,29733.75,29760.5,29723.5,29782.5,29709.25,73.25,26,B1070,breakout_full_down,29837.75,29883.0,29799.25,29897.0,29731.5,165.5,56,breakout_full_down,breakout_full_down,B0558,29858.5,29898.75,29821.0,29915.5,29731.5,184.0,56.0,B0289,29734.5,29964.75,29692.25,30046.75,29616.5,430.25,176.0,1,105.25,111.0,21.25,1,0,1,68.25,148.0,21.25,1,0,1,105.5,148.0,21.25,1,0,1,45.5,148.0,21.25,1,0,1,145.0,152.25,21.25,1,0,1,142.25,199.5,23.75,0,0
icefishball:kdjma:long:2026-06-23T23:10:00+00:00,icefishball,kdjma,1,long,2026-06-23 23:05:00+00:00,2026-06-23 23:10:00+00:00,12889,12890,29618.5,29617.75,40.67857142857143,45.49,107.5,ASIA,2026-06-24,2026-W26,2026-06,-0.061370895221643455,-0.059396376847364436,16.34128369881109,35.07287532997229,-0.024293177810775522,-1.3901029292382805,1,solo,icefishball,B4296,breakout_full_down,29678.5,29684.0,29655.75,29689.0,29637.75,51.25,11,B2148,breakout_full_down,29677.5,29689.0,29635.5,29728.25,29633.0,95.25,11,B1074,breakout_full_down,29677.5,29772.5,29633.25,29804.75,29633.0,171.75,11,breakout_full_down,below_val,B0560,29707.0,29751.75,29657.5,29757.5,29632.75,124.75,131.0,B0290,29858.5,29915.25,29674.75,29915.5,29577.25,338.25,191.0,1,50.25,56.25,5.25,1,0,1,62.25,75.5,5.25,1,0,1,36.25,75.5,5.25,1,0,1,204.5,232.25,5.25,1,0,1,200.0,273.25,5.25,1,0,1,107.5,273.25,5.25,1,0
icefishball:kdjma:short:2026-06-24T00:40:00+00:00,icefishball,kdjma,-1,short,2026-06-24 00:35:00+00:00,2026-06-24 00:40:00+00:00,12907,12908,29875.0,29874.5,49.107142857142854,41.345,77.5,ASIA,2026-06-24,2026-W26,2026-06,-0.02565264818770667,-0.04058904467605036,99.36268347710401,69.15329080167305,0.5151637788201578,1.4461241895859342,2,same_family,icefishball,B4302,breakout_full_up,29837.25,29851.75,29819.75,29859.75,29807.5,52.25,11,B2151,breakout_full_up,29832.75,29856.75,29776.25,29859.75,29736.0,123.75,11,B1075,breakout_full_up,29642.5,29734.5,29581.75,29765.75,29581.5,184.25,41,breakout_full_up,breakout_full_up,B0561,29662.0,29749.0,29585.75,29804.75,29581.5,223.25,41.0,B0291,29656.5,29752.75,29631.0,29804.75,29581.5,223.25,41.0,1,9.25,16.75,16.75,0,0,1,28.75,63.0,16.75,1,0,1,56.5,97.5,16.75,1,0,1,43.25,114.5,16.75,1,0,1,151.5,157.5,16.75,1,0,1,122.25,260.25,16.75,1,0
icefishball:kdjma:short:2026-06-24T00:45:00+00:00,icefishball,kdjma,-1,short,2026-06-24 00:40:00+00:00,2026-06-24 00:45:00+00:00,12908,12909,29878.25,29877.75,48.285714285714285,40.725,55.25,ASIA,2026-06-24,2026-W26,2026-06,-0.02158796856479097,-0.03713430356491229,96.06378174216331,69.47693144977237,0.48872627003859676,1.3014126290103452,2,same_family,icefishball,B4303,inside_va,29868.75,29885.0,29855.5,29891.75,29836.5,55.25,1,B2151,breakout_full_up,29832.75,29856.75,29776.25,29859.75,29736.0,123.75,16,B1075,breakout_full_up,29642.5,29734.5,29581.75,29765.75,29581.5,184.25,46,breakout_full_up,breakout_full_up,B0561,29662.0,29749.0,29585.75,29804.75,29581.5,223.25,46.0,B0291,29656.5,29752.75,29631.0,29804.75,29581.5,223.25,46.0,1,39.5,45.5,9.5,0,0,1,88.0,93.5,9.5,1,0,1,107.0,116.25,9.5,1,0,1,56.0,117.75,9.5,1,0,1,188.5,196.25,9.5,1,0,1,106.75,263.5,9.5,1,0
icefishball:kdjma:long:2026-06-24T02:55:00+00:00,icefishball,kdjma,1,long,2026-06-24 02:50:00+00:00,2026-06-24 02:55:00+00:00,12934,12935,29675.25,29674.25,35.30357142857143,40.91,87.0,ASIA,2026-06-24,2026-W26,2026-06,-0.002043627706514232,0.002311788306463886,-5.613646227823644,30.29907469926296,0.13324113762874354,-2.279789658928724,1,solo,icefishball,B4311,breakout_full_down,29732.0,29782.25,29717.75,29810.75,29717.5,93.25,11,B2155,breakout_full_down,29825.75,29834.0,29783.25,29838.25,29762.5,75.75,26,B1077,breakout_full_down,29819.75,29841.5,29789.75,29853.25,29760.5,92.75,56,breakout_full_down,inside_va,B0562,29819.75,29862.75,29773.75,29891.75,29736.0,155.75,56.0,B0291,29656.5,29752.75,29631.0,29804.75,29581.5,223.25,176.0,0,-39.0,9.0,45.25,0,0,1,50.75,60.0,60.5,0,1,1,73.25,74.75,60.5,0,1,1,70.5,104.0,60.5,0,0,1,109.75,116.25,60.5,0,0,1,147.75,209.5,60.5,0,0
icefishball:kdjma:long:2026-06-24T03:05:00+00:00,icefishball,kdjma,1,long,2026-06-24 03:00:00+00:00,2026-06-24 03:05:00+00:00,12936,12937,29636.5,29636.25,36.17857142857143,41.4,64.5,ASIA,2026-06-24,2026-W26,2026-06,-0.00889610996604338,-0.0008962203612243671,-5.679292630824474,26.440750795066023,-0.08085191648406813,-2.3502177107074465,1,solo,icefishball,B4312,below_val,29674.75,29705.75,29652.5,29730.0,29636.0,94.0,6,B2156,inside_va,29674.75,29758.0,29636.25,29810.75,29636.0,174.75,6,B1078,below_val,29825.75,29837.75,29688.5,29838.25,29636.0,202.25,6,breakout_full_down,inside_va,B0562,29819.75,29862.75,29773.75,29891.75,29736.0,155.75,66.0,B0291,29656.5,29752.75,29631.0,29804.75,29581.5,223.25,186.0,1,89.5,98.75,21.75,0,0,1,43.5,98.75,21.75,0,0,1,115.0,142.75,21.75,0,0,1,62.75,142.75,21.75,0,0,1,179.5,185.5,21.75,0,0,1,167.5,248.25,21.75,0,0
icefishball:kdjma:short:2026-06-24T05:00:00+00:00,icefishball,kdjma,-1,short,2026-06-24 04:55:00+00:00,2026-06-24 05:00:00+00:00,12959,12960,29784.75,29785.0,32.607142857142854,38.35,41.25,ASIA,2026-06-24,2026-W26,2026-06,-0.01683919194835594,-0.019054511262348854,115.86655809928365,60.67213124983188,-0.18790094530573337,1.4269139947191694,2,same_family,icefishball,B4320,inside_va,29770.75,29788.25,29762.0,29791.5,29750.25,41.25,1,B2160,inside_va,29759.75,29791.25,29707.0,29791.5,29667.75,123.75,1,B1080,above_vah,29691.5,29761.25,29654.75,29791.5,29654.25,137.25,1,inside_va,inside_va,B0563,29746.75,29821.75,29668.5,29838.25,29614.75,223.5,61.0,B0292,29821.5,29870.75,29715.5,29891.75,29614.75,277.0,61.0,0,-31.25,4.75,37.25,0,0,0,-67.25,4.75,69.75,0,0,0,-59.75,4.75,89.0,0,0,0,-17.0,4.75,100.0,0,0,0,-20.75,4.75,100.0,0,0,0,-14.5,21.75,100.0,0,0
